age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
42,management,married,tertiary,no,144,no,no,cellular,4,mar,148,1,87,4,failure,yes
26,admin.,single,tertiary,no,760,yes,no,cellular,4,mar,456,2,281,5,success,yes
73,retired,single,secondary,no,1050,no,no,cellular,4,mar,562,3,181,2,failure,yes
39,services,married,secondary,no,53,no,no,cellular,5,mar,257,1,394,1,failure,yes
40,unemployed,single,secondary,no,334,no,no,cellular,5,mar,219,1,91,6,other,yes
36,services,married,secondary,no,52,yes,no,cellular,5,mar,498,2,179,7,success,yes
33,management,divorced,tertiary,no,2240,no,no,cellular,8,mar,264,2,278,1,success,yes
59,unemployed,married,secondary,no,957,no,no,cellular,8,mar,301,1,89,2,success,yes
35,management,married,tertiary,no,2161,no,no,cellular,9,mar,139,2,181,3,success,yes
69,retired,married,secondary,no,426,no,no,telephone,9,mar,225,1,90,1,success,yes
31,management,single,tertiary,no,147,no,no,cellular,9,mar,469,1,181,2,success,yes
35,technician,married,secondary,no,294,yes,no,cellular,9,mar,301,1,90,4,success,yes
34,management,married,tertiary,no,158,no,no,cellular,9,mar,212,3,181,6,success,yes
33,management,married,tertiary,no,0,yes,no,cellular,9,mar,305,1,326,1,success,yes
36,services,married,secondary,no,4721,no,no,cellular,9,mar,288,2,90,3,success,yes
44,management,married,secondary,no,282,no,no,cellular,9,mar,700,2,154,3,success,yes
19,student,single,secondary,no,108,no,no,cellular,9,mar,273,2,182,1,success,yes
51,blue-collar,married,primary,no,3764,no,no,telephone,9,mar,450,3,181,6,success,yes
52,unemployed,married,secondary,no,1416,no,no,cellular,10,mar,436,2,182,1,success,yes
39,management,married,tertiary,no,494,no,no,cellular,10,mar,106,2,478,3,failure,yes
72,retired,married,secondary,no,951,no,yes,cellular,12,mar,229,3,339,1,failure,yes
36,management,married,tertiary,no,495,no,no,cellular,12,mar,213,3,182,6,success,yes
74,retired,married,tertiary,no,1843,no,no,cellular,15,mar,192,1,185,2,success,yes
35,blue-collar,married,secondary,no,262,no,no,cellular,15,mar,427,1,181,3,success,yes
38,housemaid,single,secondary,no,465,yes,no,cellular,16,mar,180,1,302,3,success,yes
53,admin.,married,secondary,no,1796,no,no,telephone,16,mar,295,1,91,2,success,yes
29,management,single,tertiary,no,874,yes,no,cellular,16,mar,231,1,181,2,success,yes
46,management,divorced,tertiary,no,624,no,no,cellular,18,mar,420,1,276,1,other,yes
59,management,married,tertiary,no,3342,no,no,cellular,18,mar,467,2,188,6,other,yes
31,management,single,tertiary,no,3384,no,no,cellular,22,mar,247,3,187,3,success,yes
43,management,divorced,tertiary,no,2367,no,no,cellular,22,mar,173,2,181,4,success,yes
54,management,married,secondary,no,2693,no,no,cellular,22,mar,222,1,188,6,other,yes
30,student,single,secondary,no,1681,no,no,cellular,23,mar,128,1,106,2,success,yes
43,services,married,secondary,no,774,no,no,cellular,25,mar,101,1,421,1,success,yes
62,management,married,tertiary,no,3371,no,no,cellular,25,mar,187,1,178,2,success,yes
47,management,single,tertiary,no,334,yes,no,cellular,26,mar,360,1,326,8,failure,yes
30,self-employed,single,tertiary,no,916,no,no,cellular,29,mar,92,2,90,2,success,yes
28,admin.,single,tertiary,no,832,no,no,telephone,29,mar,433,3,342,1,failure,yes
57,management,divorced,tertiary,no,3287,no,no,cellular,30,mar,277,2,337,1,success,yes
23,services,single,secondary,no,488,no,no,cellular,30,mar,236,1,92,2,other,yes
47,management,married,tertiary,no,288,no,no,cellular,31,mar,193,1,181,1,success,yes
26,management,single,tertiary,no,3,yes,yes,cellular,1,apr,149,1,350,1,success,yes
50,technician,divorced,secondary,no,0,no,no,cellular,1,apr,280,1,184,3,success,yes
46,management,married,secondary,no,2466,no,no,telephone,1,apr,216,3,370,1,failure,yes
29,management,single,secondary,no,560,no,no,cellular,5,apr,459,1,307,1,failure,yes
32,management,single,secondary,no,1088,yes,no,cellular,6,apr,317,1,363,2,success,yes
33,self-employed,single,tertiary,no,562,yes,yes,cellular,6,apr,196,1,363,1,failure,yes
33,management,single,tertiary,no,718,yes,no,cellular,6,apr,122,1,98,2,success,yes
57,retired,married,secondary,no,230,no,no,cellular,6,apr,177,2,210,3,failure,yes
27,technician,single,tertiary,no,-67,yes,no,cellular,6,apr,604,3,236,2,failure,yes
49,admin.,married,secondary,no,197,yes,no,cellular,13,apr,223,1,182,2,failure,yes
32,management,single,tertiary,no,2016,no,no,cellular,13,apr,232,1,348,1,success,yes
38,management,married,tertiary,no,413,no,no,cellular,13,apr,240,1,179,2,failure,yes
44,services,married,primary,no,2557,yes,no,cellular,14,apr,250,1,181,8,success,yes
75,retired,married,secondary,no,3771,no,no,telephone,15,apr,185,1,181,2,success,yes
59,technician,married,secondary,no,1,no,no,cellular,15,apr,159,2,378,3,failure,yes
36,blue-collar,married,primary,no,1177,no,no,cellular,15,apr,330,1,311,4,success,yes
24,management,single,tertiary,no,736,yes,no,cellular,15,apr,442,2,246,2,other,yes
22,services,single,secondary,no,129,no,no,cellular,15,apr,218,2,181,1,success,yes
22,student,single,primary,no,3472,no,no,cellular,19,apr,529,1,181,4,success,yes
55,unemployed,divorced,secondary,no,309,no,no,cellular,20,apr,167,1,181,3,success,yes
38,blue-collar,divorced,secondary,no,0,yes,no,telephone,20,apr,162,1,181,5,success,yes
38,technician,single,secondary,no,1711,no,no,cellular,20,apr,379,3,202,1,success,yes
30,student,single,secondary,no,2046,no,no,telephone,21,apr,595,3,254,1,failure,yes
52,technician,married,secondary,no,371,yes,yes,cellular,21,apr,224,2,182,1,success,yes
62,management,married,tertiary,no,997,no,no,cellular,22,apr,554,1,304,2,success,yes
42,self-employed,married,secondary,no,1216,yes,no,cellular,23,apr,296,1,521,1,failure,yes
77,management,married,secondary,no,1780,yes,no,cellular,23,apr,361,2,182,5,success,yes
46,admin.,divorced,primary,no,429,yes,no,cellular,26,apr,465,2,369,2,success,yes
35,technician,married,secondary,no,2779,no,no,cellular,26,apr,182,2,186,2,success,yes
26,management,single,tertiary,no,222,no,no,cellular,26,apr,192,1,334,1,failure,yes
29,management,single,tertiary,no,1445,no,no,cellular,26,apr,328,2,143,2,success,yes
30,technician,single,tertiary,no,655,no,no,cellular,26,apr,212,1,202,2,success,yes
63,blue-collar,married,primary,no,115,no,no,telephone,27,apr,325,1,180,7,failure,yes
37,unemployed,single,secondary,no,2722,no,no,telephone,27,apr,426,2,179,3,other,yes
26,management,single,tertiary,no,1438,no,no,cellular,27,apr,321,1,449,1,other,yes
54,admin.,married,secondary,no,140,no,no,telephone,27,apr,473,2,182,2,failure,yes
69,retired,married,secondary,no,0,no,no,cellular,28,apr,184,2,126,2,other,yes
30,management,single,tertiary,no,697,no,no,cellular,28,apr,545,2,181,8,success,yes
55,housemaid,married,secondary,no,962,yes,no,cellular,28,apr,623,1,181,3,success,yes
41,self-employed,married,tertiary,no,0,yes,no,telephone,29,apr,395,3,426,1,other,yes
37,management,married,secondary,no,565,no,no,cellular,29,apr,449,1,398,1,success,yes
19,student,single,secondary,no,329,no,no,cellular,30,apr,169,1,190,2,success,yes
61,retired,divorced,secondary,no,4243,no,no,cellular,30,apr,315,1,182,2,success,yes
54,technician,married,tertiary,no,395,no,no,cellular,30,apr,183,1,183,2,success,yes
45,admin.,married,secondary,no,205,no,no,cellular,4,may,552,1,90,2,success,yes
48,blue-collar,married,secondary,no,1730,yes,no,cellular,4,may,361,1,89,3,success,yes
60,blue-collar,married,primary,no,5,no,no,cellular,4,may,494,1,95,2,success,yes
29,housemaid,single,tertiary,no,19,no,no,cellular,4,may,268,1,88,4,success,yes
33,admin.,married,tertiary,no,79,yes,no,cellular,5,may,389,1,195,4,success,yes
41,technician,single,tertiary,no,1646,yes,no,cellular,5,may,258,1,90,7,success,yes
74,retired,married,secondary,no,935,no,no,cellular,5,may,226,1,99,2,failure,yes
29,student,single,secondary,no,2929,no,no,cellular,5,may,232,1,89,4,other,yes
46,blue-collar,married,secondary,no,640,yes,no,cellular,6,may,246,1,55,5,success,yes
37,technician,married,tertiary,no,88,no,no,cellular,6,may,195,1,90,3,other,yes
37,management,married,tertiary,no,2283,no,no,cellular,6,may,243,2,98,2,failure,yes
51,technician,married,tertiary,no,0,no,no,cellular,7,may,662,2,66,2,success,yes
35,management,married,tertiary,no,62,no,no,cellular,7,may,226,2,88,4,success,yes
34,technician,married,secondary,no,133,no,no,cellular,12,may,171,2,181,3,success,yes
33,services,married,secondary,no,386,no,no,cellular,12,may,317,1,181,5,success,yes
54,management,married,secondary,no,2206,no,no,cellular,13,may,260,1,91,4,success,yes
40,admin.,married,secondary,no,260,yes,no,cellular,13,may,306,1,181,5,success,yes
63,retired,divorced,tertiary,no,0,no,no,cellular,13,may,263,1,181,2,success,yes
48,blue-collar,married,secondary,no,1230,yes,no,cellular,13,may,328,2,182,3,success,yes
68,retired,married,secondary,no,1146,no,no,cellular,13,may,356,1,71,5,success,yes
53,blue-collar,single,secondary,no,1004,no,no,cellular,13,may,393,1,84,1,other,yes
37,technician,single,tertiary,no,197,no,no,cellular,13,may,234,1,87,3,success,yes
58,admin.,married,secondary,no,169,no,no,cellular,13,may,336,3,87,5,success,yes
37,management,married,tertiary,no,393,yes,no,cellular,14,may,567,3,275,4,failure,yes
37,admin.,married,tertiary,no,29,no,no,cellular,14,may,404,2,183,2,other,yes
34,admin.,married,secondary,no,920,no,no,cellular,14,may,526,3,179,3,success,yes
56,management,married,primary,no,870,no,no,cellular,14,may,220,1,179,1,success,yes
52,management,married,tertiary,no,583,no,no,cellular,17,may,376,1,181,3,success,yes
38,management,married,tertiary,no,1276,no,no,cellular,17,may,272,2,182,3,success,yes
64,retired,married,secondary,no,1612,no,no,cellular,18,may,336,1,89,5,failure,yes
62,retired,married,secondary,no,3114,no,no,cellular,18,may,243,2,186,1,success,yes
41,admin.,married,tertiary,no,1,yes,no,telephone,18,may,327,2,361,3,failure,yes
29,admin.,single,secondary,no,1070,yes,no,cellular,19,may,30,1,357,1,other,yes
53,technician,married,secondary,no,195,yes,no,cellular,19,may,472,1,90,6,success,yes
37,management,married,tertiary,no,3236,no,no,cellular,20,may,291,2,202,5,other,yes
47,blue-collar,married,secondary,no,1568,yes,no,cellular,21,may,226,3,91,8,success,yes
46,self-employed,married,secondary,no,706,no,no,cellular,21,may,588,1,386,3,failure,yes
31,unemployed,single,secondary,no,2616,no,no,cellular,21,may,374,1,185,2,other,yes
21,student,single,secondary,no,215,no,no,cellular,24,may,382,1,89,7,success,yes
71,retired,married,primary,no,3230,no,no,cellular,24,may,341,2,133,3,failure,yes
25,student,single,secondary,no,3713,no,no,cellular,24,may,323,2,353,3,other,yes
30,admin.,single,secondary,no,265,yes,no,cellular,25,may,681,1,181,2,success,yes
33,services,single,secondary,no,2881,no,no,cellular,26,may,289,1,328,1,success,yes
31,technician,single,secondary,no,846,no,no,cellular,26,may,405,3,205,2,failure,yes
40,technician,married,secondary,no,2266,no,no,cellular,26,may,175,3,89,7,other,yes
67,retired,married,primary,no,1430,no,no,telephone,26,may,283,2,135,5,success,yes
39,unemployed,divorced,secondary,no,265,yes,no,cellular,27,may,93,1,555,2,other,yes
46,housemaid,married,secondary,no,38,no,no,cellular,27,may,181,3,183,1,success,yes
47,services,divorced,secondary,no,973,no,no,cellular,27,may,489,1,479,1,failure,yes
60,unemployed,married,secondary,no,1047,no,no,cellular,27,may,173,3,279,4,success,yes
36,technician,married,secondary,no,1368,no,no,cellular,1,jun,516,1,292,5,failure,yes
33,admin.,single,tertiary,no,272,yes,no,cellular,1,jun,326,1,237,2,failure,yes
28,services,single,secondary,no,168,no,no,cellular,1,jun,347,3,140,2,success,yes
28,management,single,tertiary,no,223,yes,no,cellular,1,jun,303,1,278,3,success,yes
49,admin.,single,tertiary,no,228,yes,no,cellular,2,jun,407,1,92,1,success,yes
27,blue-collar,single,tertiary,no,644,no,no,cellular,2,jun,657,1,182,1,success,yes
28,admin.,married,secondary,no,330,no,no,cellular,2,jun,226,2,182,4,success,yes
30,technician,single,secondary,no,1165,no,no,cellular,4,jun,204,2,183,3,success,yes
38,admin.,married,secondary,no,0,yes,no,cellular,8,jun,187,1,181,2,success,yes
36,technician,divorced,secondary,no,2823,yes,no,cellular,8,jun,215,1,371,6,failure,yes
28,management,single,tertiary,no,187,no,no,cellular,9,jun,206,1,92,1,success,yes
31,management,single,tertiary,no,147,no,no,cellular,9,jun,163,2,92,3,success,yes
29,blue-collar,single,secondary,no,322,no,no,cellular,14,jun,434,1,96,6,other,yes
24,student,single,secondary,no,358,no,no,cellular,14,jun,245,1,384,1,other,yes
30,technician,single,secondary,no,2371,no,no,cellular,14,jun,661,1,384,2,other,yes
56,admin.,married,secondary,no,602,no,no,cellular,14,jun,458,1,130,8,success,yes
71,retired,divorced,primary,no,275,no,no,cellular,14,jun,293,1,425,1,success,yes
62,retired,married,primary,no,1742,no,no,cellular,14,jun,167,2,98,6,other,yes
68,retired,divorced,primary,no,2027,no,no,cellular,15,jun,619,2,92,2,success,yes
30,management,single,tertiary,no,572,no,no,cellular,17,jun,339,3,183,2,success,yes
34,management,married,tertiary,no,3301,yes,no,cellular,17,jun,485,2,227,4,failure,yes
46,blue-collar,married,secondary,no,1723,no,no,cellular,17,jun,176,2,52,7,failure,yes
52,blue-collar,married,secondary,no,955,no,yes,cellular,17,jun,301,2,134,4,success,yes
25,blue-collar,single,secondary,no,303,no,no,cellular,18,jun,252,1,92,1,success,yes
64,retired,divorced,primary,no,109,no,no,cellular,23,jun,706,1,225,2,success,yes
33,management,single,tertiary,no,224,no,no,cellular,23,jun,342,2,107,2,success,yes
36,management,single,tertiary,no,538,no,no,cellular,23,jun,339,1,183,5,success,yes
43,services,married,secondary,no,774,no,no,cellular,24,jun,482,1,91,2,success,yes
42,technician,divorced,tertiary,no,2611,yes,no,cellular,25,jun,300,1,389,3,failure,yes
27,blue-collar,single,secondary,no,3145,no,no,cellular,25,jun,374,1,179,2,success,yes
37,technician,married,tertiary,no,122,no,no,cellular,25,jun,266,2,318,3,other,yes
48,management,single,tertiary,no,86,no,no,cellular,28,jun,281,3,186,6,other,yes
55,housemaid,divorced,primary,no,976,no,no,cellular,28,jun,345,1,94,3,other,yes
39,technician,single,tertiary,no,393,no,no,cellular,28,jun,325,1,94,1,success,yes
45,management,married,secondary,no,2724,no,no,cellular,28,jun,359,2,182,1,success,yes
58,blue-collar,married,primary,no,3109,no,no,cellular,29,jun,295,1,287,4,success,yes
41,admin.,married,secondary,no,3126,yes,no,cellular,29,jun,222,1,91,7,failure,yes
23,services,single,secondary,no,488,no,no,cellular,29,jun,205,1,91,3,success,yes
35,unemployed,married,secondary,no,978,no,no,cellular,29,jun,660,2,182,6,success,yes
33,management,single,tertiary,no,718,yes,no,cellular,29,jun,271,1,84,3,success,yes
48,admin.,single,secondary,no,1544,yes,no,telephone,30,jun,263,1,450,2,failure,yes
43,management,single,tertiary,no,0,no,no,cellular,30,jun,275,2,296,1,failure,yes
63,retired,married,secondary,no,2896,no,no,cellular,1,jul,304,1,119,2,success,yes
39,management,divorced,tertiary,no,224,no,no,cellular,2,jul,194,2,88,1,success,yes
30,technician,single,tertiary,no,0,yes,no,cellular,5,jul,140,1,424,8,success,yes
32,management,single,tertiary,no,623,no,no,cellular,6,jul,335,3,194,2,failure,yes
60,technician,married,secondary,no,259,no,no,cellular,6,jul,396,1,386,2,success,yes
48,management,single,tertiary,no,159,no,no,telephone,7,jul,229,1,251,6,success,yes
52,services,married,secondary,no,657,no,no,telephone,7,jul,398,2,460,2,failure,yes
29,management,single,tertiary,no,1808,no,no,cellular,7,jul,273,2,433,1,success,yes
70,retired,married,primary,no,2795,no,no,cellular,8,jul,480,1,181,2,success,yes
28,management,single,tertiary,yes,1414,yes,no,cellular,8,jul,294,1,521,1,failure,yes
35,blue-collar,single,secondary,no,484,no,no,cellular,8,jul,344,1,87,3,failure,yes
35,self-employed,married,tertiary,no,2427,no,no,cellular,12,jul,210,3,158,7,other,yes
43,admin.,single,secondary,no,386,no,no,cellular,12,jul,220,3,529,1,failure,yes
57,retired,married,secondary,no,1044,no,no,telephone,12,jul,567,1,182,3,success,yes
31,management,single,tertiary,no,2907,yes,no,cellular,12,jul,248,1,194,3,failure,yes
33,management,single,tertiary,no,1962,no,no,cellular,13,jul,363,1,181,1,failure,yes
24,student,single,secondary,no,1123,no,no,cellular,13,jul,475,1,412,1,other,yes
36,management,single,secondary,no,62,no,no,cellular,13,jul,311,1,91,2,success,yes
26,blue-collar,single,secondary,no,2007,no,no,cellular,13,jul,272,3,182,2,success,yes
51,management,married,tertiary,no,3463,no,yes,cellular,13,jul,371,2,166,3,other,yes
70,retired,divorced,primary,no,482,no,no,telephone,14,jul,413,1,181,3,success,yes
35,management,married,secondary,no,724,yes,no,cellular,14,jul,287,2,415,1,failure,yes
28,student,single,secondary,no,205,no,no,cellular,14,jul,87,3,184,2,other,yes
30,management,single,tertiary,no,232,no,no,cellular,15,jul,219,1,91,1,success,yes
60,retired,divorced,tertiary,no,979,yes,no,cellular,15,jul,346,1,181,4,success,yes
63,blue-collar,married,secondary,no,180,no,no,cellular,15,jul,390,2,182,5,success,yes
29,student,single,secondary,no,658,no,no,cellular,15,jul,198,2,244,4,other,yes
35,services,married,secondary,no,2918,no,yes,cellular,16,jul,815,2,407,3,success,yes
64,retired,married,secondary,no,588,no,no,cellular,16,jul,574,1,179,3,success,yes
48,unemployed,married,secondary,no,817,no,no,cellular,16,jul,806,3,183,5,success,yes
33,technician,married,secondary,no,183,no,no,cellular,16,jul,457,2,182,3,other,yes
34,technician,married,secondary,no,806,no,no,cellular,19,jul,253,3,458,1,success,yes
60,admin.,married,secondary,no,478,no,no,cellular,19,jul,173,2,311,8,failure,yes
36,management,divorced,tertiary,no,1057,no,no,cellular,19,jul,230,2,164,2,failure,yes
57,retired,married,secondary,no,3738,yes,no,cellular,20,jul,178,2,92,8,failure,yes
29,admin.,single,secondary,no,1277,no,no,cellular,20,jul,165,2,481,1,success,yes
35,admin.,single,secondary,no,321,no,no,cellular,21,jul,143,1,412,3,other,yes
24,admin.,single,secondary,no,1295,no,no,cellular,22,jul,355,2,92,1,success,yes
34,unemployed,single,tertiary,no,1974,no,no,cellular,22,jul,355,1,342,3,success,yes
27,admin.,married,tertiary,no,2855,no,no,cellular,22,jul,138,2,178,4,success,yes
34,technician,single,secondary,no,1279,yes,no,cellular,22,jul,174,2,160,8,other,yes
36,management,married,tertiary,no,203,no,no,cellular,23,jul,608,3,179,2,success,yes
35,management,married,tertiary,no,4124,yes,no,cellular,23,jul,350,2,445,7,other,yes
30,student,single,tertiary,no,3026,no,no,cellular,23,jul,251,1,535,1,failure,yes
41,technician,single,tertiary,no,431,no,no,cellular,23,jul,196,1,88,5,failure,yes
33,management,single,tertiary,no,373,no,yes,cellular,27,jul,267,1,180,4,failure,yes
45,technician,married,secondary,no,2776,yes,no,cellular,27,jul,287,2,181,1,success,yes
61,retired,married,secondary,no,1058,no,no,cellular,27,jul,218,2,91,3,success,yes
27,student,single,tertiary,no,311,no,no,cellular,28,jul,462,1,148,4,success,yes
53,blue-collar,married,primary,no,306,no,no,cellular,28,jul,388,3,181,1,success,yes
57,technician,married,tertiary,no,1181,no,no,cellular,29,jul,169,2,182,2,success,yes
31,management,single,tertiary,no,1761,yes,no,telephone,29,jul,332,3,440,3,failure,yes
61,admin.,married,secondary,no,4629,yes,no,cellular,29,jul,349,3,183,2,success,yes
77,retired,married,secondary,no,4112,no,no,telephone,29,jul,426,1,184,3,success,yes
61,management,married,secondary,no,264,no,no,telephone,29,jul,270,1,178,1,success,yes
69,retired,single,tertiary,no,2144,no,no,cellular,29,jul,417,1,184,4,success,yes
69,technician,married,tertiary,no,482,no,no,cellular,29,jul,478,1,267,1,failure,yes
34,admin.,married,tertiary,no,0,no,no,cellular,30,jul,292,1,183,2,success,yes
22,student,single,secondary,no,1232,no,no,cellular,30,jul,283,1,430,2,other,yes
55,technician,married,secondary,no,240,yes,no,cellular,2,aug,108,3,277,1,success,yes
53,admin.,single,secondary,no,2398,yes,no,cellular,2,aug,317,1,180,2,failure,yes
63,management,married,tertiary,no,2785,no,no,cellular,2,aug,341,2,392,3,success,yes
37,management,single,tertiary,no,62,yes,no,cellular,2,aug,428,2,272,8,success,yes
29,student,single,secondary,no,1377,yes,no,cellular,3,aug,248,1,446,2,success,yes
62,retired,married,secondary,no,569,no,no,cellular,3,aug,187,2,180,6,success,yes
34,technician,married,secondary,no,0,yes,no,cellular,3,aug,261,1,470,2,failure,yes
48,housemaid,single,primary,no,46,no,no,cellular,3,aug,113,2,180,1,failure,yes
43,blue-collar,married,primary,no,2952,no,no,cellular,3,aug,417,2,95,1,other,yes
62,retired,married,secondary,no,569,no,no,cellular,4,aug,288,1,1,8,success,yes
68,retired,married,tertiary,no,2812,no,no,cellular,4,aug,651,1,1,7,success,yes
38,management,married,tertiary,no,1199,no,no,cellular,4,aug,178,1,1,1,success,yes
63,entrepreneur,married,secondary,no,3904,no,no,telephone,4,aug,250,2,187,2,success,yes
45,admin.,married,secondary,no,205,no,no,cellular,4,aug,180,1,92,3,success,yes
59,unemployed,married,secondary,no,1625,no,no,cellular,4,aug,198,1,180,2,success,yes
35,unemployed,single,tertiary,no,415,no,no,cellular,4,aug,462,1,92,4,success,yes
32,management,married,tertiary,no,1812,no,no,cellular,4,aug,296,1,182,4,other,yes
33,technician,married,secondary,no,180,no,no,cellular,4,aug,561,1,435,3,failure,yes
48,housemaid,single,primary,no,46,no,no,cellular,4,aug,118,1,1,3,success,yes
38,services,married,secondary,no,4017,no,no,cellular,4,aug,470,1,96,3,success,yes
29,management,single,tertiary,no,437,no,no,cellular,5,aug,504,1,92,1,success,yes
38,technician,married,secondary,no,318,no,no,cellular,5,aug,274,1,182,6,success,yes
41,technician,single,tertiary,no,1646,yes,no,cellular,5,aug,172,3,92,8,success,yes
53,management,married,tertiary,no,3591,yes,no,cellular,5,aug,306,2,181,2,other,yes
56,management,divorced,tertiary,no,2037,no,no,cellular,5,aug,318,1,91,6,failure,yes
33,technician,single,secondary,no,2979,no,no,cellular,5,aug,326,2,437,1,failure,yes
37,management,married,tertiary,no,2283,no,no,cellular,6,aug,303,2,92,4,success,yes
33,student,married,secondary,no,1536,no,no,cellular,6,aug,258,2,178,4,success,yes
61,blue-collar,married,primary,no,5,no,no,cellular,6,aug,562,2,94,3,success,yes
22,student,single,secondary,no,216,no,no,cellular,6,aug,178,1,179,2,success,yes
37,management,married,secondary,no,565,no,no,cellular,6,aug,174,1,93,3,failure,yes
45,admin.,married,secondary,no,476,no,no,cellular,6,aug,356,1,364,1,other,yes
31,blue-collar,single,secondary,no,228,no,no,cellular,6,aug,744,1,88,4,other,yes
57,admin.,married,secondary,no,2038,no,no,cellular,9,aug,628,1,182,2,failure,yes
60,technician,married,secondary,no,824,yes,no,cellular,9,aug,265,1,181,8,success,yes
30,technician,single,tertiary,no,2325,no,no,cellular,10,aug,263,1,127,7,failure,yes
36,student,single,secondary,no,417,no,no,cellular,10,aug,304,1,181,1,success,yes
56,technician,divorced,secondary,no,3450,no,no,cellular,10,aug,507,1,181,2,success,yes
38,entrepreneur,single,secondary,no,2543,no,no,cellular,10,aug,223,1,414,4,failure,yes
29,admin.,single,secondary,no,464,no,no,cellular,10,aug,317,2,518,1,failure,yes
61,retired,married,secondary,no,1853,no,no,telephone,10,aug,520,1,181,2,success,yes
62,blue-collar,married,secondary,no,272,no,no,cellular,11,aug,146,1,286,2,failure,yes
65,entrepreneur,married,tertiary,no,2331,no,no,telephone,11,aug,425,1,183,2,success,yes
70,retired,married,primary,no,324,no,no,cellular,11,aug,632,1,308,6,other,yes
60,technician,married,secondary,no,116,no,no,cellular,11,aug,329,2,181,8,success,yes
30,student,single,secondary,no,1779,no,no,cellular,11,aug,233,1,433,1,success,yes
51,management,married,tertiary,no,346,no,no,cellular,11,aug,237,1,180,6,success,yes
36,self-employed,single,tertiary,no,353,no,no,cellular,11,aug,361,2,181,2,success,yes
58,management,married,secondary,no,2155,no,yes,cellular,11,aug,248,2,182,7,success,yes
43,blue-collar,married,secondary,no,413,yes,no,cellular,12,aug,235,2,182,4,success,yes
35,blue-collar,married,secondary,no,1454,yes,no,cellular,12,aug,323,1,182,4,success,yes
39,blue-collar,married,secondary,no,1382,yes,no,cellular,12,aug,357,1,182,2,success,yes
26,unemployed,single,secondary,no,632,no,no,cellular,12,aug,312,3,181,1,success,yes
55,management,married,secondary,no,2206,no,no,cellular,12,aug,265,1,91,5,success,yes
49,services,married,primary,no,1830,yes,no,cellular,13,aug,261,1,179,1,success,yes
42,admin.,divorced,secondary,no,2129,no,no,cellular,13,aug,633,1,182,2,other,yes
37,technician,married,tertiary,no,341,no,no,cellular,13,aug,287,3,182,3,success,yes
35,management,divorced,tertiary,no,2885,no,no,cellular,13,aug,199,3,43,8,other,yes
61,retired,married,secondary,no,523,no,no,cellular,13,aug,211,3,183,4,success,yes
27,blue-collar,single,secondary,no,535,no,no,cellular,16,aug,265,3,95,4,success,yes
61,housemaid,married,primary,no,211,no,no,cellular,31,aug,443,2,186,3,failure,yes
52,self-employed,married,tertiary,no,4012,no,no,cellular,31,aug,634,3,92,5,other,yes
60,management,married,tertiary,no,315,no,no,cellular,1,sep,840,1,183,3,success,yes
32,admin.,married,secondary,no,200,no,no,cellular,1,sep,729,1,29,3,failure,yes
34,management,married,tertiary,no,589,no,no,cellular,1,sep,300,1,44,3,other,yes
37,management,married,tertiary,no,1113,no,no,cellular,1,sep,265,2,183,2,success,yes
33,admin.,single,tertiary,no,272,yes,no,cellular,1,sep,293,2,92,3,success,yes
75,retired,married,primary,no,1413,no,no,cellular,1,sep,532,2,188,2,success,yes
38,management,married,tertiary,no,630,no,no,cellular,2,sep,362,1,388,3,other,yes
25,student,single,secondary,no,154,no,no,cellular,2,sep,382,1,183,3,success,yes
49,admin.,single,tertiary,no,228,yes,no,cellular,3,sep,252,2,93,2,success,yes
52,management,married,secondary,no,1708,no,no,cellular,6,sep,310,1,75,4,failure,yes
48,management,married,tertiary,no,0,yes,no,cellular,6,sep,194,2,125,6,failure,yes
43,admin.,single,secondary,no,1707,yes,no,cellular,6,sep,369,3,504,5,other,yes
65,admin.,married,secondary,no,952,no,no,cellular,6,sep,255,1,96,1,success,yes
26,technician,single,secondary,no,1105,yes,no,cellular,6,sep,415,1,297,3,other,yes
32,blue-collar,married,primary,no,1644,no,no,cellular,7,sep,492,3,102,5,other,yes
51,management,single,tertiary,no,151,yes,no,cellular,8,sep,638,1,427,3,success,yes
38,admin.,married,secondary,no,0,yes,no,cellular,8,sep,210,1,92,3,success,yes
34,management,divorced,tertiary,no,2240,no,no,cellular,8,sep,220,2,184,3,success,yes
60,unemployed,married,secondary,no,957,no,no,cellular,8,sep,246,1,184,3,success,yes
36,management,married,tertiary,no,2161,no,no,cellular,8,sep,708,2,183,5,success,yes
46,student,single,secondary,no,1527,no,no,cellular,8,sep,358,3,184,1,success,yes
39,management,married,tertiary,no,494,no,no,cellular,9,sep,216,1,183,5,success,yes
62,retired,married,secondary,no,2801,yes,yes,cellular,9,sep,261,1,183,1,success,yes
31,management,married,tertiary,no,877,no,no,cellular,9,sep,209,1,92,8,success,yes
33,admin.,single,secondary,no,555,yes,no,cellular,9,sep,204,1,365,1,success,yes
64,retired,married,primary,no,48,no,no,cellular,9,sep,167,3,92,1,success,yes
48,technician,married,primary,no,235,no,no,cellular,9,sep,386,2,191,3,success,yes
28,admin.,married,secondary,no,1595,no,no,cellular,9,sep,268,1,254,4,success,yes
69,retired,married,secondary,no,426,no,no,telephone,10,sep,211,2,185,2,success,yes
28,management,single,tertiary,no,187,no,no,cellular,10,sep,255,1,93,2,success,yes
